TemperaturaMaxC,TemperaturaPromC,TemperaturaMinC,HumedadMax,HumedadProm,HumedadMin,VientoMaxKMXH,VientoPromKMXH,PrecipitacionMM,Eventos
8,6,3,100,68,43,27,21,2.03,3
6,4,3,100,74,43,34,19,2.03,3
19,14,10,82,54,19,37,26,2.03,3
30.55555556,25.55555556,20,100,83,65,24.14016,8.04672,2.032,3
22.77777778,10.55555556,-2.222222222,89,79,69,32.18688,16.09344,2.032,3
21.66666667,18.88888889,16.11111111,100,94,87,11.265408,3.218688,2.032,3
34.44444444,28.88888889,23.33333333,100,75,49,14.484096,3.218688,2.286,3
34.44444444,28.88888889,23.33333333,94,70,46,12.874752,4.828032,2.286,3
6.111111111,3.888888889,1.666666667,100,95,89,16.09344,9.656064,2.286,3
30,25,19.44444444,100,76,51,20.921472,8.04672,2.54,3
26.66666667,24.44444444,21.66666667,90,82,74,20.921472,11.265408,2.54,3
25.55555556,23.33333333,21.11111111,93,85,76,33.796224,16.09344,2.54,3
22.22222222,18.33333333,13.88888889,93,81,68,20.921472,9.656064,2.54,3
2.222222222,1.111111111,-0.555555556,100,93,85,16.09344,8.04672,2.54,3
2.222222222,1.666666667,0.555555556,89,80,70,24.14016,14.484096,2.54,3
27.77777778,25.55555556,22.77777778,100,87,74,12.874752,3.218688,2.794,3
22.77777778,21.11111111,19.44444444,97,88,78,27.358848,12.874752,2.794,3
14.44444444,9.444444444,3.888888889,86,71,55,24.14016,8.04672,2.794,3
11.11111111,6.666666667,2.222222222,83,63,43,32.18688,12.874752,2.794,3
32.22222222,26.66666667,21.11111111,100,67,34,22.530816,8.04672,3.048,3
20,17,13,100,73,36,37,18,3.05,3
19,16,12,100,77,52,24,13,3.05,3
17,14,12,100,78,51,16,6,3.05,3
16,12,8,100,72,38,24,14,3.05,3
14,12,11,100,83,57,23,11,3.05,3
14,10,6,93,71,31,34,16,3.05,3
13,10,7,100,70,41,27,8,3.05,3
13,11,9,87,69,50,29,18,3.05,3
12,9,5,100,85,50,27,8,3.05,3
12,8,4,93,56,26,39,19,3.05,3
12,10,8,100,88,74,35,26,3.05,3
11,8,6,100,92,71,19,8,3.05,3
11,10,8,94,81,54,32,13,3.05,3
9,7,5,100,81,54,37,24,3.05,3
15,10,5,93,65,37,26,11,3.05,3
30,26.66666667,23.33333333,100,85,69,16.09344,4.828032,3.302,3
27.22222222,21.66666667,15.55555556,93,74,54,20.921472,6.437376,3.302,3
22.77777778,16.66666667,10.55555556,100,71,41,22.530816,4.828032,3.302,3
8.333333333,4.444444444,0,92,71,49,22.530816,6.437376,3.302,3
29.44444444,26.11111111,22.22222222,85,70,55,20.921472,8.04672,3.556,3
24.44444444,17.77777778,10.55555556,93,57,21,27.358848,11.265408,3.556,3
17.77777778,11.66666667,5.555555556,89,68,46,16.09344,3.218688,3.81,3
21,18,15,100,83,49,16,6,4.06,3
21,13,5,100,64,26,21,6,4.06,3
20,14,8,94,75,41,21,6,4.06,3
20,14,8,100,78,39,50,10,4.06,3
19,17,13,100,77,52,23,10,4.06,3
18,14,11,100,76,44,27,13,4.06,3
16,13,11,100,84,60,23,10,4.06,3
16,13,10,100,80,50,24,10,4.06,3
16,11,7,100,82,52,23,13,4.06,3
14,11,7,100,79,48,29,13,4.06,3
13,10,7,100,75,49,32,13,4.06,3
9,6,3,100,82,49,26,10,4.06,3
9,8,6,100,85,60,24,13,4.06,3
9,7,3,100,63,33,37,19,4.06,3
9,7,3,93,58,27,53,34,4.06,3
33.33333333,28.33333333,22.77777778,91,72,52,19.312128,4.828032,4.064,3
27.77777778,24.44444444,21.11111111,100,85,69,25.749504,11.265408,4.064,3
13.33333333,11.66666667,10,96,84,71,16.09344,9.656064,4.064,3
11.66666667,8.333333333,4.444444444,93,75,57,19.312128,1.609344,4.064,3
31.66666667,26.11111111,20,94,73,51,19.312128,3.218688,4.318,3
31.11111111,27.22222222,23.33333333,100,84,68,19.312128,3.218688,4.318,3
18.33333333,17.22222222,15.55555556,100,94,87,16.09344,9.656064,4.318,3
10,4.444444444,-1.111111111,92,72,52,14.484096,6.437376,4.318,3
9.444444444,5.555555556,1.111111111,100,90,80,12.874752,4.828032,4.318,3
30.55555556,25.55555556,20,97,75,53,16.09344,3.218688,4.826,3
19,13,8,93,45,16,34,18,5.08,3
19,14,9,87,59,22,45,21,5.08,3
13,8,4,100,88,62,24,6,5.08,3
10,8,6,100,84,61,55,26,5.08,3
8.333333333,7.222222222,5.555555556,100,77,53,12.874752,3.218688,5.08,3
32.22222222,27.77777778,23.33333333,100,78,55,14.484096,4.828032,5.334,3
17.77777778,14.44444444,10.55555556,90,77,63,16.09344,6.437376,5.588,3
22.22222222,19.44444444,16.66666667,93,83,72,14.484096,6.437376,5.842,3
20.55555556,19.44444444,18.33333333,100,91,81,16.09344,8.04672,5.842,3
22.22222222,20,17.22222222,100,91,81,11.265408,3.218688,6.096,3
19,15,11,82,66,42,21,11,6.1,3
18,16,14,100,97,83,21,10,6.1,3
14,9,3,100,84,43,34,6,6.1,3
14,11,7,100,75,39,21,10,6.1,3
14,10,6,100,65,26,37,14,6.1,3
13,11,9,100,95,82,11,5,6.1,3
13,11,9,100,94,80,29,19,6.1,3
11,9,7,93,75,54,26,16,6.1,3
11,8,5,100,78,49,50,24,6.1,3
8,7,7,100,97,88,13,6,6.1,3
23.88888889,21.11111111,17.77777778,100,92,84,25.749504,12.874752,6.35,3
6.666666667,5.555555556,3.888888889,100,91,82,20.921472,11.265408,6.35,3
26.66666667,23.33333333,19.44444444,100,84,67,19.312128,8.04672,6.604,3
23.33333333,21.66666667,20,100,91,81,22.530816,11.265408,6.604,3
6.111111111,5.555555556,4.444444444,96,76,55,12.874752,3.218688,6.604,3
23.88888889,18.88888889,13.88888889,100,84,68,19.312128,6.437376,6.858,3
26,20,14,100,71,26,23,11,7.11,3
23,19,16,100,71,44,53,19,7.11,3
22,19,16,94,70,40,35,19,7.11,3
13,9,4,100,73,39,39,10,7.11,3
12,10,8,100,98,86,19,6,7.11,3
9,7,6,100,69,34,19,6,7.11,3
24.44444444,18.88888889,13.33333333,93,60,27,25.749504,11.265408,7.62,3
28,22,15,78,47,18,27,10,7.87,3
14,11,7,100,94,68,23,8,7.87,3
13,12,11,100,93,62,23,5,7.87,3
11,10,8,100,90,76,27,14,7.87,3
10,4,-2,100,82,49,24,8,7.87,3
8,4,3,100,87,45,39,14,7.87,3
16.66666667,13.33333333,9.444444444,100,80,59,24.14016,6.437376,7.874,3
11.66666667,10.55555556,9.444444444,93,88,83,20.921472,9.656064,9.398,3
23,20,17,94,68,46,52,19,9.91,3
22.22222222,18.33333333,14.44444444,100,83,66,16.09344,6.437376,10.16,3
17.77777778,16.11111111,14.44444444,93,92,90,25.749504,12.874752,10.16,3
10.55555556,7.222222222,3.333333333,93,77,61,24.14016,9.656064,10.16,3
16.11111111,14.44444444,12.77777778,100,95,90,16.09344,6.437376,10.922,3
12.22222222,10.55555556,8.333333333,100,69,38,19.312128,4.828032,11.43,3
15,13,11,95,80,54,27,11,11.94,3
8,7,6,100,94,72,19,8,11.94,3
11,8,6,100,86,53,27,13,12.95,3
9,7,4,100,88,69,14,8,12.95,3
11,9,7,100,91,69,23,6,13.97,3
11,10,8,100,88,69,32,18,13.97,3
23.88888889,19.44444444,14.44444444,100,87,73,27.358848,8.04672,14.224,3
11.11111111,10,8.333333333,100,95,89,16.09344,4.828032,16.002,3
17.77777778,16.11111111,13.88888889,100,89,78,27.358848,14.484096,16.51,3
15,13.88888889,12.22222222,100,72,44,20.921472,6.437376,16.764,3
18.88888889,17.22222222,15.55555556,100,92,84,22.530816,8.04672,17.272,3
18.88888889,17.77777778,16.11111111,100,94,87,14.484096,6.437376,18.542,3
27.77777778,22.77777778,17.77777778,93,81,69,12.874752,9.656064,19.304,3
23.88888889,16.11111111,8.333333333,93,69,44,28.968192,6.437376,26.162,3
22.77777778,21.11111111,19.44444444,100,89,78,20.921472,9.656064,30.988,3
16,14,13,100,96,86,16,10,32,3
11.11111111,10.55555556,9.444444444,100,95,89,19.312128,9.656064,32.766,3
15,13.88888889,12.77777778,100,97,93,20.921472,9.656064,38.354,3
23.33333333,15.55555556,7.777777778,96,84,72,37.014912,6.437376,39.116,3
11.11111111,8.333333333,5,100,91,82,32.18688,16.09344,52.578,3
12.77777778,11.11111111,9.444444444,100,97,93,12.874752,6.437376,55.118,3
24.44444444,23.33333333,21.66666667,100,97,93,11.265408,3.218688,59.69,3
24.44444444,20,15.55555556,100,94,87,27.358848,14.484096,121.666,3
10,6,1,100,63,32,21,13,0,2
10,5,0,100,72,43,34,18,0,2
8,4,0,100,61,34,47,26,0,2
7,3,0,100,83,65,27,13,0,2
7,4,2,100,87,76,27,18,0,2
6,3,1,81,66,46,19,6,0,2
6,3,0,100,88,65,27,8,0,2
6,3,2,87,78,65,24,11,0,2
6,2,-1,100,72,46,39,13,0,2
6,3,0,100,81,61,34,14,0,2
6,2,-1,100,59,45,50,32,0,2
5,2,0,100,89,75,10,3,0,2
5,3,1,93,93,87,23,8,0,2
5,3,1,100,91,70,23,10,0,2
5,3,1,93,80,56,23,11,0,2
5,3,1,93,89,81,24,16,0,2
5,3,2,100,85,70,27,19,0,2
5,2,0,93,56,33,37,19,0,2
4,2,0,100,92,81,11,5,0,2
4,1,-1,100,89,69,13,5,0,2
4,2,1,93,87,65,37,14,0,2
3,0,-2,100,96,74,13,6,0,2
3,0,-3,100,87,70,13,6,0,2
3,1,0,100,88,65,23,6,0,2
3,0,-2,100,84,70,14,8,0,2
2,-1,-4,93,84,64,13,5,0,2
11,6,1,93,62,41,19,10,0,2
10,6,1,87,65,47,13,8,0,2
8,4,0,80,57,43,35,19,0,2
7,3,-1,100,63,34,32,24,0,2
6,2,-2,70,54,22,27,13,0,2
6,3,1,81,61,39,39,14,0,2
5,2,0,81,62,42,34,18,0,2
5,2,0,87,60,33,37,18,0,2
2,0,-2,100,93,75,6,2,0,2
2,-2,-6,93,66,38,13,5,0,2
2,0,-1,100,95,86,14,6,0,2
2,-2,-5,93,73,48,19,6,0,2
2,0,-1,64,55,48,32,11,0,2
0,-3,-6,100,79,55,10,3,0,2
30,22.77777778,15.55555556,100,72,44,19.312128,4.828032,0,1
27.77777778,20.55555556,13.33333333,100,74,48,14.484096,3.218688,0,1
27.77777778,20,11.66666667,93,74,54,25.749504,8.04672,0,1
26.66666667,20.55555556,13.88888889,100,74,47,16.09344,4.828032,0,1
26.66666667,19.44444444,12.22222222,93,69,45,27.358848,11.265408,0,1
26.11111111,20,13.88888889,100,75,50,16.09344,4.828032,0,1
26.11111111,18.88888889,11.11111111,100,79,58,22.530816,9.656064,0,1
25,18,10,100,74,43,11,5,0,1
25,18,10,100,64,26,13,6,0,1
25,18.88888889,12.22222222,100,75,50,16.09344,6.437376,0,1
25,18.88888889,12.22222222,100,73,46,28.968192,12.874752,0,1
24.44444444,15,5,96,70,44,20.921472,6.437376,0,1
24.44444444,20,15,90,74,57,20.921472,8.04672,0,1
24,17,11,100,69,36,32,6,0,1
23,17,11,100,73,38,16,2,0,1
23,17,11,100,77,44,8,3,0,1
23,16,9,100,73,28,13,6,0,1
23,16,8,100,73,33,19,6,0,1
22.77777778,17.22222222,11.66666667,97,74,43,11.265408,3.218688,0,1
22.77777778,16.11111111,9.444444444,100,71,41,14.484096,3.218688,0,1
22.22222222,16.66666667,10.55555556,100,89,78,19.312128,4.828032,0,1
22,14,7,94,82,53,8,2,0,1
22,13,6,100,68,33,13,3,0,1
22,16,9,100,84,47,10,5,0,1
22,15,8,100,76,38,11,5,0,1
22,18,15,94,82,57,19,6,0,1
21.11111111,16.66666667,11.66666667,93,80,66,19.312128,4.828032,0,1
21,13,7,100,81,43,10,3,0,1
21,16,12,100,79,49,11,3,0,1
21,11,2,100,71,30,8,5,0,1
21,13,6,100,89,53,10,5,0,1
21,16,10,94,70,37,19,6,0,1
20,16,11,94,82,60,14,3,0,1
20,12.77777778,5.555555556,100,65,29,14.484096,4.828032,0,1
20,12,4,100,78,38,10,5,0,1
20,14,9,100,79,49,13,5,0,1
20,15,10,100,87,56,13,6,0,1
19,13,8,100,82,49,8,3,0,1
19,14,11,100,85,49,21,5,0,1
19,12,5,100,70,37,11,6,0,1
19,14,10,82,65,43,14,6,0,1
19,11,4,100,76,43,16,6,0,1
19,14,11,100,69,37,23,6,0,1
19,13,8,100,74,33,27,6,0,1
19,13,8,93,63,33,27,11,0,1
18,10,3,100,80,39,10,5,0,1
18,10,3,100,81,40,10,5,0,1
18,14,11,100,82,52,11,5,0,1
18,11,5,100,70,34,13,5,0,1
18,14,12,100,87,59,14,5,0,1
18,13,8,100,78,42,16,5,0,1
18,12,7,100,75,40,23,6,0,1
18,14,12,100,83,56,24,8,0,1
18,13,8,100,81,51,21,10,0,1
18,10,3,100,78,52,29,10,0,1
18,10,2,100,63,14,29,10,0,1
17,13,9,100,93,68,6,2,0,1
17,10,3,100,79,48,10,3,0,1
17,11,5,100,82,52,10,5,0,1
17,9,2,100,81,52,10,5,0,1
17,12,8,100,88,59,14,5,0,1
17,13,10,100,82,59,16,5,0,1
17,8,-1,100,80,48,11,6,0,1
17,12,8,93,70,36,24,6,0,1
17,14,11,100,84,59,14,8,0,1
17,10,4,100,74,48,26,8,0,1
17,10,3,100,75,34,32,8,0,1
16,10,5,100,90,67,11,2,0,1
16,8,1,100,87,48,10,3,0,1
16,11,7,100,89,59,10,3,0,1
16,10,4,100,85,59,11,3,0,1
16,10,5,100,89,67,10,5,0,1
16,8,1,100,79,42,10,5,0,1
16,9,2,100,84,59,11,5,0,1
16,10,4,100,83,59,14,5,0,1
16,8,1,100,72,25,14,5,0,1
16,11,7,100,79,55,19,5,0,1
16,10,5,100,76,33,21,5,0,1
16,11,7,100,82,54,19,6,0,1
16,10,5,100,70,48,37,10,0,1
16,10,5,81,54,39,29,14,0,1
16,9,2,100,74,41,34,14,0,1
15,7,-1,100,95,51,8,2,0,1
15,8,2,100,84,55,10,2,0,1
15,9,4,100,75,38,11,2,0,1
15,8,2,100,93,59,8,3,0,1
15,8,0,100,78,48,8,3,0,1
15,11,8,100,87,59,8,3,0,1
15,7,-1,100,88,42,8,3,0,1
15,8,1,100,86,63,10,3,0,1
15,8,2,100,73,42,10,3,0,1
15,11,8,100,86,63,14,3,0,1
15,8,1,100,83,51,10,5,0,1
15,8,1,100,87,59,11,5,0,1
15,10,6,100,78,48,19,5,0,1
15,8,0,100,77,42,24,5,0,1
15,8,2,100,78,42,10,6,0,1
15,9,4,100,81,51,21,6,0,1
15,10,6,100,83,38,24,6,0,1
15,9,3,100,65,16,37,11,0,1
15,9,2,100,67,30,52,18,0,1
14.44444444,10.55555556,6.111111111,100,84,67,27.358848,6.437376,0,1
14,6,-3,100,87,48,8,2,0,1
14,7,0,100,88,63,6,3,0,1
14,7,1,100,77,54,10,3,0,1
14,10,6,100,89,67,11,3,0,1
14,7,0,100,82,55,10,5,0,1
14,7,0,100,87,63,10,5,0,1
14,9,4,100,82,34,11,5,0,1
14,7,0,100,88,55,13,5,0,1
14,6,-2,100,83,45,14,5,0,1
14,8,3,100,77,29,21,5,0,1
14,10,6,100,79,47,13,6,0,1
14,7,1,100,86,46,14,6,0,1
14,7,-1,100,77,30,14,6,0,1
14,7,-1,100,77,48,21,6,0,1
14,9,5,100,96,82,24,6,0,1
14,10,7,100,83,55,13,8,0,1
14,9,5,100,75,48,29,13,0,1
13,8,4,100,95,77,8,2,0,1
13,9,6,100,90,72,10,2,0,1
13,10,8,100,94,82,8,3,0,1
13,7,2,100,93,72,8,3,0,1
13,7,0,100,86,58,8,3,0,1
13,7,2,100,94,72,10,3,0,1
13,8,4,100,93,72,11,3,0,1
13,6,-2,100,89,58,11,3,0,1
13,8,4,100,91,67,11,3,0,1
13,6,-1,100,79,47,11,3,0,1
13,9,6,100,94,72,13,3,0,1
13,8,4,100,74,41,16,3,0,1
13,7,0,100,84,58,21,3,0,1
13,6,-2,100,89,62,10,5,0,1
13,7,0,100,89,57,10,5,0,1
13,7,2,100,91,72,11,5,0,1
13,8,3,100,82,62,13,5,0,1
13,10,7,100,89,72,13,5,0,1
13,8,3,100,87,58,13,5,0,1
13,8,4,100,87,67,16,5,0,1
13,9,6,100,84,54,16,5,0,1
13,6,-2,100,82,44,10,6,0,1
13,9,5,100,92,67,13,6,0,1
13,7,1,100,88,67,21,6,0,1
13,6,-1,100,81,54,21,8,0,1
13,7,0,100,74,43,23,8,0,1
13,11,10,100,89,67,23,8,0,1
12,9,6,100,95,77,8,8,0,1
12,6,-1,100,80,44,10,2,0,1
12,7,2,100,90,62,8,3,0,1
12,6,1,100,89,67,8,3,0,1
12,7,2,100,90,62,10,3,0,1
12,7,3,100,93,67,10,3,0,1
12,7,2,93,89,72,11,3,0,1
12,9,7,100,86,72,8,5,0,1
12,6,-1,100,88,54,8,5,0,1
12,6,1,100,89,67,13,5,0,1
12,6,1,100,89,67,13,5,0,1
12,6,0,100,86,62,13,5,0,1
12,9,7,100,92,82,11,6,0,1
12,7,3,100,74,47,24,10,0,1
12,8,4,100,76,62,26,18,0,1
11,4,-1,100,92,62,8,2,0,1
11,8,4,100,96,76,8,3,0,1
11,6,0,100,89,54,10,3,0,1
11,7,3,100,89,71,10,3,0,1
11,8,6,100,90,67,10,3,0,1
11,7,3,100,92,62,11,3,0,1
11,6,1,100,93,66,11,3,0,1
11,8,6,100,84,58,14,3,0,1
11,4,-2,93,83,58,8,5,0,1
11,7,3,100,84,67,10,5,0,1
11,8,4,100,95,82,10,5,0,1
11,3,-5,100,75,38,11,5,0,1
11,6,0,100,82,58,13,5,0,1
11,6,0,100,87,71,14,5,0,1
11,9,8,100,95,78,13,6,0,1
11,7,3,100,95,66,23,6,0,1
11,3,-3,100,82,50,26,6,0,1
11,6,2,100,80,47,34,6,0,1
11,7,4,93,85,71,14,8,0,1
11,8,5,100,87,71,23,8,0,1
11,6,1,100,71,32,35,10,0,1
11,6,0,100,81,42,37,10,0,1
10,8,7,100,92,87,6,2,0,1
10,6,1,100,89,71,8,3,0,1
10,8,7,100,100,100,8,3,0,1
10,7,4,100,97,82,8,3,0,1
10,8,7,100,93,87,10,3,0,1
10,8,6,100,94,82,11,3,0,1
10,5,0,100,94,71,13,3,0,1
10,4,-1,93,85,54,13,3,0,1
10,8,5,100,97,87,10,5,0,1
10,8,7,100,97,87,10,5,0,1
10,5,0,100,91,71,10,5,0,1
10,7,3,100,81,57,11,5,0,1
10,6,1,100,79,47,26,6,0,1
10,5,0,100,91,76,29,10,0,1
9,7,5,100,89,76,6,2,0,1
9,4,-1,100,86,62,8,3,0,1
9,7,6,100,92,87,10,5,0,1
9,4,-1,100,94,76,11,5,0,1
9,6,2,100,95,87,11,5,0,1
9,6,3,100,91,70,11,5,0,1
9,3,-2,100,64,34,27,6,0,1
9,6,2,100,84,66,16,8,0,1
9,4,1,100,92,66,37,8,0,1
9,3,-2,93,63,29,21,13,0,1
9,6,3,100,64,43,53,18,0,1
8,3,-2,100,84,53,6,2,0,1
8,3,-1,100,87,66,6,3,0,1
8,6,3,100,95,81,8,3,0,1
8,3,-1,100,95,76,8,3,0,1
8,6,4,100,93,81,10,3,0,1
8,4,2,93,93,87,11,3,0,1
8,4,2,100,89,66,11,5,0,1
8,4,1,100,94,87,11,5,0,1
8,4,2,100,88,71,11,5,0,1
8,4,2,100,96,80,13,5,0,1
8,3,-1,100,89,71,19,5,0,1
8,3,-2,100,90,70,14,6,0,1
8,4,2,100,85,71,21,6,0,1
8,3,-1,100,81,53,23,6,0,1
8,3,-2,100,77,40,27,6,0,1
8,6,3,100,84,66,16,8,0,1
8,4,2,100,85,71,19,11,0,1
7.777777778,6.111111111,4.444444444,100,88,76,22.530816,8.04672,0,1
7.777777778,6.111111111,3.888888889,100,87,73,20.921472,9.656064,0,1
7,6,5,93,93,81,10,2,0,1
7,6,6,100,91,81,19,2,0,1
7,3,1,100,93,81,11,3,0,1
7,2,-2,100,90,71,13,5,0,1
6,3,2,100,98,93,6,3,0,1
6,3,1,100,93,81,8,3,0,1
6,2,-2,93,92,81,14,3,0,1
6,2,-2,100,97,80,11,5,0,1
6,3,1,100,98,87,14,5,0,1
6,3,0,93,65,45,39,18,0,1
5,1,-3,93,88,75,8,3,0,1
5,2,-1,100,92,81,10,3,0,1
5,1,-3,100,99,89,11,5,0,1
5,3,2,100,94,87,10,6,0,1
4,0,-3,100,94,87,8,2,0,1
4,1,-1,100,97,93,8,3,0,1
4,1,-2,100,95,87,10,3,0,1
4,1,-2,100,99,86,10,5,0,1
3,2,0,100,98,86,8,3,0,1
2,0,-1,93,93,87,8,2,0,1
2,-2,-5,100,93,81,6,3,0,1
2,0,-2,100,99,93,11,3,0,1
14,10,7,100,86,53,40,11,0,1
24,17,10,100,70,36,13,3,0,1
12,9,7,100,83,60,23,10,0.25,1
27.77777778,23.88888889,19.44444444,100,81,62,20.921472,8.04672,0.254,1
27.22222222,18.33333333,8.888888889,100,62,23,33.796224,9.656064,0.508,1
11,9,7,100,96,81,11,5,0.51,1
12,8,4,100,84,57,34,11,2.03,1
41.11111111,33.88888889,26.11111111,69,48,27,20.921472,6.437376,0,0
40.55555556,33.33333333,26.11111111,55,43,31,20.921472,4.828032,0,0
40.55555556,32.77777778,24.44444444,87,54,20,22.530816,8.04672,0,0
40.55555556,33.33333333,26.11111111,91,63,35,24.14016,8.04672,0,0
40.55555556,32.22222222,23.33333333,100,62,24,22.530816,9.656064,0,0
40.55555556,32.22222222,23.88888889,87,61,34,21,8,0,0
40,32.77777778,25.55555556,74,51,27,16.09344,4.828032,0,0
40,32.77777778,25,85,56,27,22.530816,8.04672,0,0
40,32.77777778,25,88,57,25,22.530816,11.265408,0,0
40,32.77777778,25.55555556,91,63,35,22.530816,11.265408,0,0
39.44444444,31.66666667,23.88888889,82,54,25,19.312128,8.04672,0,0
39.44444444,32.22222222,25,85,56,27,22.530816,8.04672,0,0
39.44444444,32.22222222,25,88,58,27,20.921472,9.656064,0,0
39.44444444,32.77777778,25.55555556,91,58,25,24.14016,9.656064,0,0
39.44444444,32.77777778,25.55555556,91,61,31,24.14016,11.265408,0,0
39.44444444,32.77777778,26.11111111,85,55,25,24.14016,12.874752,0,0
39.44444444,33.33333333,26.66666667,85,55,25,27.358848,14.484096,0,0
39.44444444,32.22222222,24.44444444,100,66,31,32.18688,16.09344,0,0
39.44444444,31.66666667,23.33333333,100,65,29,21,8,0,0
38.88888889,32.22222222,25,88,59,29,16.09344,4.828032,0,0
38.88888889,31.66666667,24.44444444,87,59,31,19.312128,6.437376,0,0
38.88888889,32.22222222,25.55555556,69,52,35,20.921472,6.437376,0,0
38.88888889,33.33333333,27.22222222,91,64,37,19.312128,8.04672,0,0
38.88888889,32.22222222,25.55555556,91,64,37,19.312128,8.04672,0,0
38.88888889,32.22222222,25,88,59,29,20.921472,9.656064,0,0
38.88888889,31.66666667,24.44444444,91,60,29,20.921472,9.656064,0,0
38.88888889,32.77777778,26.11111111,91,66,40,20.921472,9.656064,0,0
38.88888889,32.22222222,25,85,59,33,20.921472,11.265408,0,0
38.88888889,32.22222222,25.55555556,85,59,33,24.14016,11.265408,0,0
38.88888889,32.22222222,25.55555556,85,57,29,27.358848,12.874752,0,0
38.33333333,31.66666667,24.44444444,87,58,29,14.484096,3.218688,0,0
38.33333333,31.11111111,23.88888889,82,55,27,16.09344,3.218688,0,0
38.33333333,31.66666667,25,79,56,33,19.312128,4.828032,0,0
38.33333333,31.11111111,23.88888889,82,55,28,16.09344,6.437376,0,0
38.33333333,32.22222222,25.55555556,85,58,31,16.09344,6.437376,0,0
38.33333333,31.66666667,25,82,56,29,19.312128,6.437376,0,0
38.33333333,31.66666667,24.44444444,87,60,33,19.312128,6.437376,0,0
38.33333333,31.66666667,25,88,58,27,20.921472,6.437376,0,0
38.33333333,31.66666667,25,88,58,27,24.14016,6.437376,0,0
38.33333333,31.66666667,24.44444444,88,59,29,16.09344,8.04672,0,0
38.33333333,31.66666667,24.44444444,94,64,33,19.312128,8.04672,0,0
38.33333333,31.11111111,23.88888889,88,58,27,20.921472,8.04672,0,0
38.33333333,31.66666667,25,88,59,29,20.921472,8.04672,0,0
38.33333333,31.66666667,25,88,62,35,20.921472,8.04672,0,0
38.33333333,32.22222222,25.55555556,91,64,37,20.921472,8.04672,0,0
38.33333333,31.66666667,25,88,60,31,28.968192,8.04672,0,0
38.33333333,31.66666667,24.44444444,88,61,33,19.312128,9.656064,0,0
38.33333333,31.66666667,25,88,59,29,20.921472,9.656064,0,0
38.33333333,32.22222222,25.55555556,85,60,35,20.921472,9.656064,0,0
38.33333333,31.66666667,24.44444444,88,61,33,20.921472,9.656064,0,0
38.33333333,31.11111111,23.88888889,94,62,29,22.530816,9.656064,0,0
38.33333333,32.22222222,26.11111111,85,56,27,25.749504,9.656064,0,0
38.33333333,32.22222222,25.55555556,85,59,33,20.921472,11.265408,0,0
38.33333333,32.22222222,25.55555556,85,60,35,20.921472,11.265408,0,0
38.33333333,32.22222222,25.55555556,91,62,33,20.921472,11.265408,0,0
38.33333333,31.66666667,25,88,58,27,22.530816,11.265408,0,0
38.33333333,31.66666667,25,85,61,36,24.14016,12.874752,0,0
38.33333333,32.22222222,25.55555556,91,62,33,24.14016,12.874752,0,0
38.33333333,32.77777778,26.66666667,85,64,42,24.14016,12.874752,0,0
38.33333333,31.66666667,25,88,64,40,27.358848,12.874752,0,0
37.77777778,31.11111111,23.88888889,69,48,26,16.09344,4.828032,0,0
37.77777778,30.55555556,22.77777778,94,62,29,19.312128,6.437376,0,0
37.77777778,31.66666667,25,88,63,38,19.312128,6.437376,0,0
37.77777778,30.55555556,23.33333333,93,63,33,20.921472,6.437376,0,0
37.77777778,31.66666667,25.55555556,91,65,39,16.09344,8.04672,0,0
37.77777778,31.11111111,24.44444444,87,57,26,19.312128,8.04672,0,0
37.77777778,31.11111111,24.44444444,94,66,38,19.312128,8.04672,0,0
37.77777778,31.66666667,25,91,67,42,19.312128,8.04672,0,0
37.77777778,31.66666667,25,88,60,31,20.921472,8.04672,0,0
37.77777778,31.11111111,24.44444444,88,61,33,22.530816,8.04672,0,0
37.77777778,31.66666667,25,85,64,42,24.14016,8.04672,0,0
37.77777778,31.66666667,25,88,62,35,19.312128,9.656064,0,0
37.77777778,31.11111111,24.44444444,94,63,31,19.312128,9.656064,0,0
37.77777778,31.66666667,25,91,65,39,19.312128,9.656064,0,0
37.77777778,31.11111111,24.44444444,88,61,33,20.921472,9.656064,0,0
37.77777778,31.66666667,25,88,62,35,20.921472,9.656064,0,0
37.77777778,31.11111111,23.88888889,88,62,35,22.530816,9.656064,0,0
37.77777778,31.66666667,25.55555556,91,63,35,22.530816,9.656064,0,0
37.77777778,31.11111111,24.44444444,88,61,33,27.358848,9.656064,0,0
37.77777778,31.66666667,25.55555556,85,60,35,20.921472,11.265408,0,0
37.77777778,32.22222222,26.11111111,85,64,42,22.530816,11.265408,0,0
37.77777778,31.66666667,25,91,63,35,22.530816,12.874752,0,0
37.77777778,32.22222222,26.11111111,91,68,45,25.749504,12.874752,0,0
37.77777778,32.22222222,26.11111111,85,60,35,27.358848,14.484096,0,0
37.77777778,31.66666667,25,88,64,39,27.358848,14.484096,0,0
37.22222222,30.55555556,23.33333333,93,62,31,14.484096,4.828032,0,0
37.22222222,30,22.77777778,68,47,25,16.09344,4.828032,0,0
37.22222222,30.55555556,23.88888889,94,66,38,16.09344,4.828032,0,0
37.22222222,31.11111111,24.44444444,94,68,42,16.09344,4.828032,0,0
37.22222222,28.88888889,20,100,67,33,19.312128,4.828032,0,0
37.22222222,31.11111111,24.44444444,94,68,42,16.09344,6.437376,0,0
37.22222222,31.11111111,25,64,43,22,19.312128,6.437376,0,0
